gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
Male,Loyal Customer,38,Business Travel,3079,4,4,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,49,Business Travel,3080,3,1,2,5,3,3,3,0,0,Dissatisfied
Female,Loyal Customer,51,Business Travel,3080,1,5,1,4,5,5,5,1,0,Satisfied
Male,Loyal Customer,40,Business Travel,3080,1,1,1,3,5,5,3,0,0,Satisfied
Male,Loyal Customer,70,Business Travel,3080,1,3,3,3,1,1,2,0,0,Dissatisfied
Female,Loyal Customer,48,Business Travel,3080,4,2,2,1,4,4,3,23,11,Dissatisfied
Female,Loyal Customer,40,Business Travel,3080,4,4,4,4,3,3,5,0,0,Satisfied
Male,Loyal Customer,56,Business Travel,3080,5,5,5,4,4,4,5,0,0,Satisfied
Female,Loyal Customer,44,Business Travel,3080,2,2,2,4,5,5,4,0,0,Satisfied
Female,Loyal Customer,36,Business Travel,3080,3,3,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,41,Business Travel,3080,2,2,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,34,Business Travel,3080,5,5,4,3,5,5,4,8,0,Satisfied
Female,Loyal Customer,39,Business Travel,3081,5,5,5,2,2,2,4,7,0,Satisfied
Male,Loyal Customer,72,Business Travel,3081,4,4,4,5,4,4,5,0,0,Satisfied
Female,Loyal Customer,33,Business Travel,3081,4,4,4,5,4,4,5,15,8,Satisfied
Male,Loyal Customer,43,Business Travel,3081,2,2,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,56,Business Travel,3081,4,4,4,4,4,4,3,0,0,Satisfied
Female,Loyal Customer,16,Business Travel,3081,3,5,1,3,3,4,3,8,0,Dissatisfied
Female,Loyal Customer,22,Business Travel,3081,2,3,3,2,2,4,2,129,122,Dissatisfied
Male,Loyal Customer,20,Business Travel,3081,2,2,2,5,5,5,5,0,0,Satisfied
Male,Loyal Customer,48,Business Travel,3081,1,1,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,39,Business Travel,3081,4,2,4,4,5,5,5,0,0,Satisfied
Female,Loyal Customer,22,Business Travel,3082,5,5,5,4,4,3,4,3,0,Satisfied
Male,Loyal Customer,40,Business Travel,3082,3,1,1,1,3,3,4,0,0,Dissatisfied
Male,Loyal Customer,34,Business Travel,3082,2,2,2,4,5,5,3,12,6,Satisfied
Female,Loyal Customer,57,Business Travel,3082,4,4,4,5,4,4,4,0,5,Satisfied
Male,Loyal Customer,40,Business Travel,3082,0,0,0,2,1,1,2,3,14,Satisfied
Female,Loyal Customer,53,Business Travel,3083,0,0,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,40,Business Travel,3083,5,5,5,4,5,5,4,1,0,Satisfied
Female,Loyal Customer,17,Business Travel,3083,1,1,1,4,4,4,4,0,0,Satisfied
Female,Loyal Customer,45,Business Travel,3083,1,1,4,2,4,4,4,30,18,Satisfied
Female,Loyal Customer,53,Business Travel,3083,2,2,2,3,4,4,3,0,0,Satisfied
Female,Loyal Customer,35,Business Travel,3083,1,5,5,1,5,1,2,38,16,Dissatisfied
Male,Loyal Customer,58,Business Travel,3084,1,1,1,3,3,3,5,16,12,Satisfied
Male,Loyal Customer,43,Business Travel,3084,3,3,1,3,4,4,5,0,0,Satisfied
Female,Loyal Customer,39,Business Travel,3084,2,2,2,1,3,3,4,44,42,Satisfied
Male,Loyal Customer,40,Business Travel,3084,2,2,2,3,5,5,3,11,7,Satisfied
Female,Loyal Customer,40,Business Travel,3084,3,3,4,3,4,4,3,0,0,Satisfied
Female,Loyal Customer,45,Business Travel,3085,3,3,3,5,3,3,4,0,0,Satisfied
Male,Loyal Customer,48,Business Travel,3085,5,5,5,4,4,4,3,0,0,Satisfied
Male,Loyal Customer,39,Business Travel,3085,4,4,4,3,4,4,4,6,1,Satisfied
Female,Loyal Customer,58,Business Travel,3085,5,5,5,2,4,4,3,0,0,Satisfied
Female,Loyal Customer,38,Business Travel,3085,2,2,2,5,5,5,5,17,27,Satisfied
Male,Loyal Customer,40,Business Travel,3085,1,2,2,2,1,1,3,0,0,Dissatisfied
Male,Loyal Customer,47,Business Travel,3085,3,3,3,3,5,5,3,0,0,Satisfied
Female,Loyal Customer,39,Business Travel,3085,4,4,4,4,4,4,3,0,0,Satisfied
Female,Loyal Customer,59,Business Travel,3085,2,2,2,2,4,4,5,0,0,Satisfied
Male,Loyal Customer,49,Business Travel,3085,1,5,5,1,1,1,4,0,0,Dissatisfied
Female,Loyal Customer,56,Business Travel,3086,5,5,5,4,3,3,3,0,0,Satisfied
Male,Loyal Customer,55,Business Travel,3086,1,1,1,5,2,2,3,0,5,Satisfied
Male,Loyal Customer,55,Business Travel,3086,3,3,3,2,4,4,3,0,0,Satisfied
Male,Loyal Customer,54,Business Travel,3086,3,5,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,62,Business Travel,3086,2,1,2,3,2,2,4,0,0,Dissatisfied
Male,Loyal Customer,26,Business Travel,3087,3,3,3,4,4,5,4,85,91,Satisfied
Female,Loyal Customer,36,Business Travel,3087,4,4,2,3,4,4,5,0,0,Satisfied
Female,Loyal Customer,58,Business Travel,3087,2,2,2,5,5,4,4,3,5,Satisfied
Female,Loyal Customer,43,Business Travel,3087,2,5,5,2,2,3,2,27,44,Unknown
Female,Loyal Customer,49,Business Travel,3087,0,0,0,2,3,1,3,22,26,Satisfied
Male,Loyal Customer,52,Business Travel,3087,1,1,1,3,4,4,3,25,20,Satisfied
Female,Loyal Customer,38,Business Travel,3087,4,4,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,48,Business Travel,3087,1,1,1,4,4,4,3,0,0,Satisfied
Female,Loyal Customer,54,Business Travel,3087,3,3,3,3,4,5,4,0,0,Satisfied
Female,Loyal Customer,47,Business Travel,3087,3,4,4,3,3,3,3,12,1,Dissatisfied
Male,Loyal Customer,66,Business Travel,3088,5,5,5,2,4,4,4,0,0,Satisfied
Male,Loyal Customer,48,Business Travel,3088,4,4,5,3,4,4,3,0,12,Satisfied
Male,Loyal Customer,42,Business Travel,3088,0,5,0,4,5,5,5,0,0,Satisfied
Male,Loyal Customer,60,Business Travel,3088,5,3,5,3,4,4,4,8,0,Satisfied
Female,Loyal Customer,33,Business Travel,3088,2,1,5,3,2,2,4,6,15,Dissatisfied
Female,Loyal Customer,46,Business Travel,3088,4,4,4,5,5,5,3,4,9,Satisfied
Male,Loyal Customer,36,Business Travel,3088,5,5,5,5,5,5,4,0,0,Satisfied
Female,Loyal Customer,56,Business Travel,3088,5,5,2,5,5,5,5,14,25,Satisfied
Male,Loyal Customer,66,Business Travel,3088,3,1,3,3,3,3,2,42,33,Dissatisfied
Female,Loyal Customer,45,Business Travel,3089,4,5,4,2,5,5,2,0,0,Satisfied
Female,Loyal Customer,52,Business Travel,3089,2,2,2,4,4,4,4,20,22,Satisfied
Female,Loyal Customer,52,Business Travel,3089,0,0,0,2,5,2,4,15,18,Satisfied
Male,Loyal Customer,39,Business Travel,3089,2,2,2,4,4,4,5,0,0,Satisfied
Female,Loyal Customer,54,Business Travel,3089,3,3,3,3,5,5,4,53,43,Satisfied
Male,Loyal Customer,51,Business Travel,3090,2,4,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,61,Business Travel,3090,1,1,1,4,2,1,3,3,6,Dissatisfied
Male,Loyal Customer,56,Business Travel,3090,0,5,0,2,4,3,4,0,0,Satisfied
Female,Loyal Customer,48,Business Travel,3090,3,3,2,2,4,4,3,1,0,Satisfied
Male,Loyal Customer,55,Business Travel,3090,1,1,1,2,5,5,4,46,41,Satisfied
Male,Loyal Customer,48,Business Travel,3090,3,4,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,39,Business Travel,3090,4,5,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,58,Business Travel,3090,5,3,5,3,4,4,4,0,0,Satisfied
Male,Loyal Customer,33,Business Travel,3090,2,2,5,4,4,5,4,88,83,Satisfied
Female,Loyal Customer,63,Business Travel,3090,0,5,0,2,1,1,3,0,0,Satisfied
Male,Loyal Customer,54,Business Travel,3091,2,2,3,4,5,5,3,0,0,Satisfied
Female,Loyal Customer,51,Business Travel,3091,4,4,4,4,4,4,3,11,8,Satisfied
Female,Loyal Customer,39,Business Travel,3091,4,4,4,3,3,3,4,0,0,Satisfied
Female,Loyal Customer,46,Business Travel,3091,4,4,4,5,3,3,4,16,7,Satisfied
Male,Loyal Customer,30,Business Travel,337,1,1,4,4,2,4,2,10,0,Satisfied
Male,Loyal Customer,59,Business Travel,3091,1,1,1,5,5,5,3,0,0,Satisfied
Female,Loyal Customer,41,Business Travel,3091,3,5,5,2,3,3,3,0,0,Dissatisfied
Male,Loyal Customer,55,Business Travel,3091,1,1,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,13,Business Travel,3092,1,2,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,50,Business Travel,3092,1,1,4,3,1,1,4,13,69,Dissatisfied
Male,Loyal Customer,39,Business Travel,3092,2,2,2,3,5,4,3,0,0,Satisfied
Male,Loyal Customer,30,Business Travel,337,3,2,4,4,3,1,3,10,0,Dissatisfied
Male,Loyal Customer,41,Business Travel,3092,1,1,1,3,4,4,4,0,0,Satisfied
Male,Loyal Customer,43,Business Travel,3092,0,4,0,3,5,5,4,0,0,Satisfied
Male,Loyal Customer,44,Business Travel,3092,3,3,3,4,3,3,3,47,46,Dissatisfied
Male,Loyal Customer,32,Business Travel,3092,1,4,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,52,Business Travel,3093,4,4,4,2,5,5,5,0,0,Satisfied
Male,Loyal Customer,39,Business Travel,3093,2,4,2,3,5,5,3,0,0,Satisfied
Male,Loyal Customer,44,Business Travel,3093,4,4,4,3,5,5,5,0,0,Satisfied
Female,Loyal Customer,35,Business Travel,3093,2,2,2,5,5,5,5,0,0,Satisfied
Female,Loyal Customer,48,Business Travel,3093,0,0,0,5,5,3,4,93,102,Satisfied
Female,Loyal Customer,61,Business Travel,3093,3,1,1,4,3,3,4,0,0,Dissatisfied
Female,Loyal Customer,41,Business Travel,3093,2,2,2,4,5,5,3,0,0,Satisfied
Male,Loyal Customer,44,Business Travel,3093,0,4,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,46,Business Travel,3093,4,4,4,3,4,4,4,2,2,Satisfied
Female,Loyal Customer,25,Business Travel,3093,1,3,4,4,4,4,4,0,0,Unknown
Male,Loyal Customer,42,Business Travel,3093,2,2,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,56,Business Travel,3093,1,1,1,4,5,5,5,34,12,Satisfied
Female,Loyal Customer,40,Business Travel,3093,2,1,2,5,4,4,4,0,0,Satisfied
Female,Loyal Customer,42,Business Travel,3094,5,5,5,4,2,2,3,0,10,Satisfied
Male,Loyal Customer,47,Business Travel,3094,4,1,4,3,4,4,4,0,0,Satisfied
Female,Loyal Customer,52,Business Travel,3094,2,1,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,60,Business Travel,3094,3,3,3,2,5,5,3,15,3,Satisfied
Male,Loyal Customer,43,Business Travel,3094,4,4,4,4,4,4,4,0,0,Unknown
Female,Loyal Customer,43,Business Travel,3094,1,5,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,64,Business Travel,3094,1,1,1,2,4,4,3,0,0,Satisfied
Male,Loyal Customer,67,Business Travel,3094,4,3,3,1,3,4,2,32,23,Dissatisfied
Female,Loyal Customer,41,Business Travel,3094,2,3,3,3,2,2,3,128,115,Dissatisfied
Male,Loyal Customer,47,Business Travel,3094,1,1,1,5,2,2,4,0,3,Satisfied
Male,Loyal Customer,53,Business Travel,3094,1,1,1,5,4,4,4,72,66,Satisfied
Male,Loyal Customer,43,Business Travel,3094,3,1,1,3,3,1,3,0,0,Unknown
Male,Loyal Customer,43,Business Travel,3095,1,1,1,3,5,5,3,41,29,Satisfied
Female,Loyal Customer,27,Business Travel,3095,4,4,2,5,3,4,5,182,388,Satisfied
Male,Loyal Customer,46,Business Travel,3095,4,1,4,5,5,5,5,246,242,Satisfied
Female,Loyal Customer,49,Business Travel,3095,0,0,0,5,5,5,5,4,0,Satisfied
Female,Loyal Customer,76,Business Travel,3095,4,5,4,4,4,4,3,0,0,Dissatisfied
Male,Loyal Customer,43,Business Travel,3095,5,5,5,5,5,5,5,7,5,Unknown
Female,Loyal Customer,54,Business Travel,3095,3,4,4,4,3,3,4,0,11,Dissatisfied
Male,Loyal Customer,49,Business Travel,3095,3,1,1,5,3,3,2,0,1,Dissatisfied
Male,Loyal Customer,45,Business Travel,3095,2,2,2,5,4,4,5,20,13,Satisfied
Female,Loyal Customer,52,Business Travel,3096,4,4,4,4,4,4,3,0,0,Satisfied
Female,Loyal Customer,73,Business Travel,3096,4,4,4,5,4,4,5,0,0,Satisfied
Female,Loyal Customer,40,Business Travel,3096,2,2,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,45,Business Travel,3096,1,1,1,3,5,5,5,0,0,Satisfied
Male,Loyal Customer,52,Business Travel,3096,3,3,3,2,4,5,3,0,0,Satisfied
Female,Loyal Customer,56,Business Travel,3097,2,3,4,3,2,2,2,0,0,Dissatisfied
Male,Loyal Customer,44,Business Travel,3097,1,1,3,3,4,4,5,0,0,Satisfied
Male,Loyal Customer,35,Business Travel,3097,3,2,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,42,Business Travel,3097,2,1,1,5,2,2,4,4,5,Dissatisfied
Male,Loyal Customer,52,Business Travel,3097,5,5,5,3,4,4,5,3,0,Satisfied
Male,Loyal Customer,27,Business Travel,3097,3,3,3,5,5,5,5,0,0,Satisfied
Male,Loyal Customer,56,Business Travel,3097,3,3,3,3,5,4,4,13,4,Satisfied
Male,Loyal Customer,55,Business Travel,3098,4,4,4,2,3,3,4,4,0,Satisfied
Male,Loyal Customer,54,Business Travel,3098,3,3,3,1,5,5,2,0,0,Satisfied
Male,Loyal Customer,41,Business Travel,3098,1,2,2,1,1,1,3,0,0,Dissatisfied
Female,Loyal Customer,54,Business Travel,3098,1,1,1,3,4,4,4,0,0,Satisfied
Female,Loyal Customer,55,Business Travel,3098,1,1,1,4,2,2,4,64,56,Satisfied
Female,Loyal Customer,54,Business Travel,3098,3,3,3,2,5,5,2,0,0,Satisfied
Female,Loyal Customer,43,Business Travel,3099,2,2,2,2,3,3,5,0,13,Satisfied
Male,Loyal Customer,40,Business Travel,3099,2,2,2,4,4,4,5,0,0,Satisfied
Male,Loyal Customer,43,Business Travel,3099,2,5,5,2,2,3,2,2,6,Unknown
Male,Loyal Customer,43,Business Travel,3099,2,2,4,4,4,5,4,0,8,Unknown
Male,Loyal Customer,58,Business Travel,3099,5,5,5,5,4,4,5,0,0,Satisfied
Male,Loyal Customer,45,Business Travel,3100,3,3,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,56,Business Travel,3100,4,4,4,5,5,4,3,0,0,Satisfied
Male,Loyal Customer,50,Business Travel,3100,1,1,1,4,3,3,5,94,113,Satisfied
Female,Loyal Customer,46,Business Travel,3100,4,4,4,4,4,4,5,1,2,Satisfied
Female,Loyal Customer,34,Business Travel,3100,5,5,5,3,4,4,2,7,2,Satisfied
Male,Loyal Customer,44,Business Travel,3100,0,4,1,5,2,2,5,0,0,Satisfied
Male,Loyal Customer,30,Business Travel,337,1,0,4,4,3,3,3,10,0,Dissatisfied
Male,Loyal Customer,46,Business Travel,3101,1,4,4,1,1,1,3,0,0,Dissatisfied
Male,Loyal Customer,57,Business Travel,3101,2,2,2,4,5,5,4,0,0,Satisfied
Female,Loyal Customer,33,Business Travel,3101,3,1,3,4,3,3,3,27,27,Dissatisfied
Male,Loyal Customer,41,Business Travel,3101,5,5,5,5,4,4,4,0,1,Satisfied
Male,Loyal Customer,49,Business Travel,3101,3,2,2,3,3,3,4,0,0,Dissatisfied
Male,Loyal Customer,55,Business Travel,3101,2,2,3,2,5,5,3,0,0,Satisfied
Female,Loyal Customer,45,Business Travel,3101,4,4,4,1,4,4,4,5,0,Satisfied
Male,Loyal Customer,35,Business Travel,3101,4,4,4,4,2,2,5,1,0,Satisfied
Male,Loyal Customer,58,Business Travel,3101,5,5,5,3,4,4,3,3,8,Satisfied
Female,Loyal Customer,44,Business Travel,3101,3,2,2,1,3,3,3,0,0,Dissatisfied
Male,Loyal Customer,44,Business Travel,3102,3,3,3,5,4,4,3,41,54,Satisfied
Female,Loyal Customer,43,Business Travel,3102,0,4,0,3,3,3,4,0,0,Satisfied
Male,Loyal Customer,35,Business Travel,3102,1,1,1,2,1,1,3,20,15,Dissatisfied
Female,Loyal Customer,48,Business Travel,3103,4,4,4,4,4,4,4,14,15,Satisfied
Female,Loyal Customer,57,Business Travel,3103,4,4,4,2,4,4,5,0,0,Satisfied
Female,Loyal Customer,55,Business Travel,3103,3,3,3,5,4,4,4,23,18,Satisfied
Male,Loyal Customer,51,Business Travel,3103,4,4,4,3,4,4,4,0,0,Satisfied
Male,Loyal Customer,26,Business Travel,3103,4,4,4,4,4,4,4,17,6,Satisfied
Male,Loyal Customer,58,Business Travel,3103,4,4,4,4,5,5,5,0,9,Satisfied
Female,Loyal Customer,22,Business Travel,3103,2,3,3,2,2,3,2,2,0,Dissatisfied
Male,Loyal Customer,41,Business Travel,3103,5,5,3,5,4,4,5,5,3,Satisfied
Female,Loyal Customer,12,Business Travel,3103,1,1,1,4,4,1,4,0,0,Satisfied
Male,Loyal Customer,43,Business Travel,3103,3,1,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,34,Business Travel,3103,1,1,1,5,1,1,2,0,0,Dissatisfied
Female,Loyal Customer,25,Business Travel,3104,2,2,2,2,2,3,2,0,0,Unknown
Male,Loyal Customer,51,Business Travel,3104,2,2,3,4,5,5,3,0,0,Satisfied
Female,Loyal Customer,63,Business Travel,3104,3,2,3,5,4,4,3,0,0,Satisfied
Male,Loyal Customer,49,Business Travel,3104,4,4,4,3,2,2,4,0,0,Satisfied
Female,Loyal Customer,27,Business Travel,3104,4,3,3,4,4,3,4,19,6,Dissatisfied
Male,Loyal Customer,16,Business Travel,3104,2,2,5,5,5,5,5,0,3,Satisfied
Female,Loyal Customer,25,Business Travel,3104,2,4,4,2,2,4,2,0,0,Unknown
Female,Loyal Customer,53,Business Travel,3105,2,2,2,2,3,3,5,8,15,Satisfied
Male,Loyal Customer,40,Business Travel,3105,2,2,2,5,3,3,5,0,0,Satisfied
Female,Loyal Customer,50,Business Travel,3105,2,2,2,1,2,2,3,13,26,Dissatisfied
Female,Loyal Customer,51,Business Travel,3105,2,4,4,2,1,4,2,274,264,Dissatisfied
Male,Loyal Customer,40,Business Travel,3105,1,1,1,3,4,4,5,0,0,Satisfied
Female,Loyal Customer,45,Business Travel,3105,1,1,1,4,5,4,4,0,0,Satisfied
Male,Loyal Customer,50,Business Travel,3106,4,3,2,2,4,4,4,0,12,Dissatisfied
Male,Loyal Customer,26,Business Travel,3106,5,4,4,5,5,4,5,43,75,Dissatisfied
Male,Loyal Customer,40,Business Travel,3106,4,2,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,40,Business Travel,3106,2,2,2,2,2,2,3,106,125,Dissatisfied
Female,Loyal Customer,41,Business Travel,3106,4,2,4,5,4,4,4,129,107,Satisfied
Male,Loyal Customer,26,Business Travel,3106,1,0,0,3,3,2,3,0,9,Dissatisfied
Male,Loyal Customer,50,Business Travel,3106,1,1,4,3,5,5,5,7,1,Satisfied
Male,Loyal Customer,54,Business Travel,3106,2,1,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,53,Business Travel,3106,1,3,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,33,Business Travel,3107,2,4,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,21,Business Travel,3107,5,5,5,3,3,5,3,13,0,Satisfied
Female,Loyal Customer,43,Business Travel,3107,3,3,2,3,3,3,3,0,0,Unknown
Male,Loyal Customer,57,Business Travel,3107,4,4,4,5,5,5,3,106,104,Satisfied
Male,Loyal Customer,39,Business Travel,3107,1,1,3,4,2,2,5,0,0,Satisfied
Male,Loyal Customer,56,Business Travel,3107,4,4,4,2,5,5,4,23,10,Satisfied
Male,Loyal Customer,44,Business Travel,3107,1,1,1,3,5,5,3,0,0,Satisfied
Male,Loyal Customer,58,Business Travel,3107,2,2,2,5,3,3,3,0,0,Satisfied
Female,Loyal Customer,51,Business Travel,3107,3,5,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,58,Business Travel,3107,3,3,3,2,4,4,4,5,0,Satisfied
Female,Loyal Customer,41,Business Travel,3108,3,1,1,3,3,3,2,0,2,Dissatisfied
Male,Loyal Customer,49,Business Travel,3108,1,1,1,1,1,1,3,0,9,Dissatisfied
Female,Loyal Customer,49,Business Travel,3108,3,3,3,5,4,4,3,0,0,Satisfied
Male,Loyal Customer,60,Business Travel,3108,3,3,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,48,Business Travel,3108,5,5,5,3,5,5,3,48,39,Satisfied
Male,Loyal Customer,60,Business Travel,3108,2,1,1,5,2,2,4,0,0,Dissatisfied
Male,Loyal Customer,34,Business Travel,3108,4,3,3,1,4,4,3,0,3,Dissatisfied
Female,Loyal Customer,57,Business Travel,3109,3,3,3,2,4,4,5,0,0,Satisfied
Female,Loyal Customer,46,Business Travel,3109,4,4,1,2,4,4,5,36,38,Satisfied
Male,Loyal Customer,42,Business Travel,3109,2,1,1,2,2,2,3,0,8,Dissatisfied
Male,Loyal Customer,57,Business Travel,3109,3,3,3,5,4,4,3,0,0,Satisfied
Female,Loyal Customer,46,Business Travel,3109,2,2,2,5,2,2,4,0,0,Dissatisfied
Male,Loyal Customer,58,Business Travel,3109,1,1,1,2,4,4,4,0,0,Satisfied
Female,Loyal Customer,46,Business Travel,3109,5,5,5,5,4,4,5,0,0,Satisfied
Male,Loyal Customer,46,Business Travel,3109,2,2,2,3,2,2,3,42,22,Satisfied
Male,Loyal Customer,37,Business Travel,3110,4,4,2,2,4,4,5,5,22,Satisfied
Male,Loyal Customer,47,Business Travel,3110,1,1,1,4,5,5,5,0,0,Satisfied
Male,Loyal Customer,54,Business Travel,3110,5,5,3,3,5,5,4,129,130,Satisfied
Male,Loyal Customer,34,Business Travel,3110,3,3,3,5,5,5,2,37,19,Satisfied
Female,Loyal Customer,39,Business Travel,3110,2,3,2,3,4,4,3,33,25,Satisfied
Male,Loyal Customer,41,Business Travel,3110,5,5,4,1,4,4,5,0,0,Satisfied
Female,Loyal Customer,51,Business Travel,3111,0,0,0,3,2,2,4,0,5,Satisfied
Male,Loyal Customer,49,Business Travel,3111,5,5,5,5,4,4,3,0,0,Satisfied
Female,Loyal Customer,55,Business Travel,3111,1,1,1,4,2,2,5,30,28,Satisfied
Female,Loyal Customer,48,Business Travel,3111,5,5,4,4,4,4,3,2,1,Satisfied
Male,Loyal Customer,45,Business Travel,3111,2,2,2,2,4,4,5,0,0,Satisfied
Male,Loyal Customer,54,Business Travel,3111,5,5,5,4,4,4,3,4,0,Satisfied
Male,Loyal Customer,44,Business Travel,3112,5,5,5,5,5,5,5,0,25,Satisfied
Female,Loyal Customer,42,Business Travel,3112,2,1,2,3,3,3,4,0,0,Satisfied
Female,Loyal Customer,39,Business Travel,3112,1,1,1,3,5,5,4,2,2,Satisfied
Female,Loyal Customer,52,Business Travel,3112,4,4,3,2,4,4,4,0,0,Satisfied
Male,Loyal Customer,52,Business Travel,3112,1,1,1,5,5,5,3,29,34,Satisfied
Female,Loyal Customer,39,Business Travel,3112,4,4,4,4,5,5,4,15,4,Satisfied
Male,Loyal Customer,43,Business Travel,3112,5,5,5,5,5,5,3,76,68,Satisfied
Female,Loyal Customer,46,Business Travel,3113,4,4,4,2,4,4,4,0,14,Satisfied
Female,Loyal Customer,38,Business Travel,3113,2,5,1,5,2,2,2,2,0,Dissatisfied
Female,Loyal Customer,34,Business Travel,3113,4,4,4,5,3,3,4,0,0,Satisfied
Female,Loyal Customer,53,Business Travel,3113,5,5,5,4,5,5,4,4,4,Satisfied
Male,Loyal Customer,44,Business Travel,3113,2,2,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,38,Business Travel,3113,2,1,1,1,2,2,4,17,15,Dissatisfied
Female,Loyal Customer,43,Business Travel,3113,3,1,1,3,3,4,3,0,1,Unknown
Female,Loyal Customer,32,Business Travel,3113,3,3,3,4,4,5,4,0,0,Satisfied
Male,Loyal Customer,36,Business Travel,3114,1,1,1,4,3,5,5,0,0,Satisfied
Female,Loyal Customer,61,Business Travel,3114,3,3,3,4,3,3,4,66,67,Satisfied
Female,Loyal Customer,47,Business Travel,3114,5,5,5,4,5,5,4,0,0,Satisfied
Male,Loyal Customer,50,Business Travel,3114,4,4,4,5,5,4,3,0,6,Satisfied
Male,Loyal Customer,58,Business Travel,3114,2,2,2,2,4,4,4,0,2,Satisfied
Female,Loyal Customer,39,Business Travel,3114,1,1,1,5,4,4,4,12,0,Satisfied
Female,Loyal Customer,47,Business Travel,3114,2,2,2,5,5,5,3,16,17,Satisfied
Female,Loyal Customer,43,Business Travel,3114,2,2,2,5,5,1,5,14,4,Unknown
Female,Loyal Customer,48,Business Travel,3114,5,5,5,4,4,4,5,0,0,Satisfied
Female,Loyal Customer,39,Business Travel,3115,2,2,2,3,2,2,3,0,0,Satisfied
Male,Loyal Customer,59,Business Travel,3115,2,2,2,2,4,4,3,4,13,Satisfied
Male,Loyal Customer,45,Business Travel,3115,2,4,5,5,2,2,4,0,0,Dissatisfied
Male,Loyal Customer,42,Business Travel,3115,3,3,3,2,4,5,4,0,0,Satisfied
Female,Loyal Customer,54,Business Travel,3116,2,4,2,2,2,2,3,55,44,Dissatisfied
Male,Loyal Customer,32,Business Travel,3116,1,1,1,5,5,4,5,5,19,Satisfied
Male,Loyal Customer,47,Business Travel,3116,1,3,1,5,5,5,5,0,0,Satisfied
Female,Loyal Customer,46,Business Travel,3116,2,2,2,5,4,4,4,0,0,Satisfied
Male,Loyal Customer,26,Business Travel,3116,5,5,5,5,5,1,5,35,44,Satisfied
Male,Loyal Customer,50,Business Travel,3116,4,5,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,59,Business Travel,3116,0,5,0,4,2,1,2,16,15,Satisfied
Female,Loyal Customer,26,Business Travel,3117,1,5,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,60,Business Travel,3117,1,1,1,4,4,4,5,0,0,Satisfied
Female,Loyal Customer,46,Business Travel,3117,1,1,2,3,4,4,3,36,48,Satisfied
Female,Loyal Customer,51,Business Travel,3117,4,4,4,3,5,5,4,0,0,Satisfied
Female,Loyal Customer,37,Business Travel,3117,4,4,3,1,5,5,2,0,0,Satisfied
Male,Loyal Customer,42,Business Travel,3117,2,2,4,2,2,2,4,0,0,Satisfied
Male,Loyal Customer,40,Business Travel,3117,1,1,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,46,Business Travel,3117,5,5,5,3,5,5,5,33,35,Satisfied
Male,Loyal Customer,58,Business Travel,3117,2,2,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,60,Business Travel,3118,2,2,2,4,5,5,2,8,3,Satisfied
Male,Loyal Customer,36,Business Travel,3118,2,2,2,2,5,5,3,20,39,Satisfied
Male,Loyal Customer,42,Business Travel,3118,5,5,5,3,2,2,3,3,0,Satisfied
Female,Loyal Customer,43,Business Travel,3118,1,3,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,43,Business Travel,3118,2,4,4,2,2,2,4,2,0,Dissatisfied
Female,Loyal Customer,47,Business Travel,3119,4,4,4,3,5,5,5,0,0,Satisfied
